"submission_date","reviewer_id","product_id","product_name","product_brand","site_category_lv1","site_category_lv2","review_title","overall_rating","recommend_to_a_friend","review_text","reviewer_birth_year","reviewer_gender","reviewer_state",,,,,
"2018-01-02 06:56:29","269e030f1e97816cf6d44b53de757fa28a2e52d6c1d3b7cc17be44ef2cfd45f3",125911887,"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1"" 32GB 4G Câmera 12MP - Dourado","samsung","Celulares e Smartphones","Smartphone","Recomendo",5,"Yes","Os aplicativos abrem, funcionam e fecham ao toque do dedo. É extremamente rápido. Corresponde ao pensar. A câmera é de super qualidade com recursos irados, como câmera lenta e desfoque de segundo plano. A bateria dura como nunca tinha visto antes, o carregador é ultra rápido. Em pouco tempo vc já carregou quase 100% a bateria. Celular com design excelente, fino, leve e com um tamanho bom pra ver vídeos e tbm pra passear com o dedo. Sem dúvida alguma, recomendo.",1985,"M","RJ",,,,,
"2018-01-02 06:56:43","306e7957f221e66604ef40c87a38eb61c799a8b1b55514b763e85765cae55e5a",129556093,"Smartphone Asus Zenfone 3 Max Dual Chip Android 6 Tela 5.2"" 16GB 4G Câmera 13MP - Prata","asus","Celulares e Smartphones","Smartphone","Gostei muito do produto",4,"Yes","A qualidade das fotos são muito boas e gostei muito da função crianças. Além da entrega que foi super rápida. Parabéns Americanas!",1986,"F","PB",,,,,
"2018-01-02 06:56:48","363bf7b1a7505732379f7a2ae004ecbdc7194b5b774cd844ceebec9321d016b1",19670282,"Ventilador De Teto Delta Smart Lustre De Vidro P/ 2 Lâmpadas","null","Ar-condicionado e Aquecedores","Ventilador e Circulador de Ar","Lindo!",5,"Yes","Excelente compra! Produto de ótima qualidade e loja com ótimo atendimento e serviço! Mariana","null","null","null",,,,,
"2018-01-02 06:56:57","c9282bf08ac82b788dff5c4b9de7cbe284bdbf6a21e964fd8f012fe57ecea867",28021962,"Mini Impressora Portátil 80mm Bluetooth 2.0 Android E Iso","null","Informática e Acessórios","Impressora","DUVIDA SOBRE O PRODUTO",5,"Yes","GOSTARIA DE SABER SE O PRODUTO E COMPATIVEL COM DISPOSITIVOS IOS, PELO TITULO ACHO QUE SIM, MAS NAO FICOU MUITO CLARO POR ESTAR ESCRITO ""ISO"".  NO AGUARDO DA RESPOSTA PARA PODER COMPRAR O PRODUTO","null","M","RJ",,,,,
"2018-01-02 06:57:24","1fdeaf9ee45353c638439b66b24a653393c84e22f5df382513045a78f238dbf3",122243908,"Barbeador Philips MG1100/16 Multigroom 2 em 1 à Prova D'Água","philips","Beleza e Perfumaria","Barbearia","Excelente",5,"Yes","Como pude ficar tanto tempo fazendo barba com máquina de cabelo ? Este produto é excelente.",1979,"M","SP",,,,,
"2018-01-02 06:57:37","363bf7b1a7505732379f7a2ae004ecbdc7194b5b774cd844ceebec9321d016b1",19674138,"Ventilador Teto Wind Light Silent Luminária Plafon Led 25w Redondo","null","Ar-condicionado e Aquecedores","Ventilador e Circulador de Ar","Lindo e ventila muito",5,"Yes","Excelente compra! Produto de ótima qualidade, ventila muito e loja com ótimo atendimento e serviço! Mariana","null","null","null",,,,,
"2018-01-02 06:57:47","9a3edae05d8decba9b8284ac7ada8999fae5508081616d816666a71006febea5",23455753,"Caixa Acústica Com Bluetooth. Microfone. 300w Rms. Entradas Usb. Sde Auxiliar Vicini Vc7301","null","Instrumentos Musicais","Som Profissional","muito bom",4,"Yes","otimo pruduto  eu recomendo  para todos meu amigos e conhecido",1970,"M","SP",,,,,
"2018-01-02 06:57:50","59f2b179b97fd13a0f75b9bb6b4333a2d980dcb89c55c1569726467ef38e246b",24335192,"Jogo Banco Imobiliário 80 Anos - Estrela","null","Brinquedos","Jogos","Não recebi o produto",1,"No","Infelizmente até esta data não recebi o produto. Data 02/01/2018  Estou muito decepcionado com as Lojas Americanas :(  Preciso de informações Urgente e com boas explicações.  Estamos em 2018 e o Produto não chegou. E o pior que no status diz que o produto foi entregue. É uma afronta, Muito entranho, sem organização e sem respeito para com o cliente e para com meus filhos que estavam esperando este presente no final do ano passado.  Não recomendo está loja, Pois não cumpri o que diz.   Att. Lindalene Pereira do Carmo Contato: (84) 99603-9592",1984,"F","RN",,,,,
"2018-01-02 06:58:01","31097bf0c3b4287a0fad8ae2eb513df469af08c165eaaa59ae19d34543fc9fd8",112982651,"Purificador de Água Latina Pn535 Fumê Claro","latina","Eletroportáteis","Bebedouro e Purificador de Água","Bom, bonito e barato",4,"Yes","Dentro da função proposta, gostei muito, precisava de um filtro bom, que não ocupasse muito espaço, mas que também fosse decorativo, comprei 2, a entrega me surpreendeu, pedi muito proximo do Natal, mesmo assim chegou antes, obrigada Americanas!",1969,"F","RJ",,,,,
"2018-01-02 06:58:16","50d8646ee1f8febd4fdf439f92847cebcdccc0c3fd7e125445a71680672da1fa",9255015,"Barra Para Porta Adaptável De 65cm A 95cm","null","Esporte e Lazer","Musculação e Fitness","Muito bom",3,"Yes","Minha opinião é sobre entrega do produto, paguei taxa de entrega e tive que ir buscar no correio! Pra ajudar deixaram no correio muito distante da minha casa sendo que próximo a minha residência tem 3 correios!!! Sendo assim fico insatisfeita com a entrega ! Pensarei duas vezes antes de comprar pela internet por conta disso!",1980,"F","SP",,,,,
"2018-01-02 06:58:25","363bf7b1a7505732379f7a2ae004ecbdc7194b5b774cd844ceebec9321d016b1",19672573,"Ventilador Teto Wind Light Silent Luminária Plafon Led 25w Quadrado","null","Ar-condicionado e Aquecedores","Ventilador e Circulador de Ar","Lindo, moderno",5,"Yes","Excelente compra! Produto de ótima qualidade e moderno! Além da loja com ótimo atendimento e serviço! Mariana","null","null","null",,,,,
"2018-01-02 06:58:47","de72390655284ebfb2b1507c18106e09284fe81317bdd0061b1fd5c6d65bfdc3",22562178,"Copo Acrílico Com Canudo 500ml Rocie","null","Utilidades Domésticas","Copos, Taças e Canecas","Com certeza o preço está errado",2,"No","Não é possível um copo custar tudo isso. Com certeza erraram o preço",1990,"F","SP",,,,,
"2018-01-02 06:58:47","67c01c68068f585179b8d2846926d9764ca506002a8d0e7e2ab2dff168adfab5",111847811,"Mixer Philips Walita Linha Viva Black RI1366/0","philips walita","Eletroportáteis","Mixer e Processador de Alimentos","me surpreendi",5,"Yes","amei, em geral o produto é excelente; potencia praticidade, ja fiz molho de macarrao cebola tomate, sucos com frutas congeladas, vitaminas. parabens philips walita e americanas pela rapidez da entrega, estou sempre comprando ;)",1989,"F","RJ",,,,,
"2018-01-02 06:58:52","07d038bc0ee37b6ee6d4fb449662ceebbc530432d3b808e256fae5a308629c7b",18167256,"Conjunto Cozinha Jazz 3 Peças - Itatiaia - Coimbra Com Preto","null","Móveis","Cozinha Compacta","Era exatamente o produto q esperava .",4,"Yes","Um excelente e espaçoso armário. Gostei bastante e era o q eu realmente procurava . Grato a equipe de venda e entrega.",1985,"M","SP",,,,,
"2018-01-02 06:59:00","a8e7a65027067740ece29cfeb70eebc8ec83be2250da5665cf3e517e5651e4e1",22562178,"Copo Acrílico Com Canudo 500ml Rocie","null","Utilidades Domésticas","Copos, Taças e Canecas","Chateada estou",3,"Yes","Tentei efetuar a compra de 20 copos desses para dar de presente de natal aos meus familiares, mas a loja diz que não entrega na minha região. O pagamento seria a vista. Uma pena eu não poder efetuar essa compra, o preço está imbatível. Melhor copo de acrílico que já encontrei!",1995,"F","SP",,,,,
"2018-01-02 06:59:01","363bf7b1a7505732379f7a2ae004ecbdc7194b5b774cd844ceebec9321d016b1",19674988,"Ventilador De Parede Oscilante 60cm Preto Vent New Bivolt C/ Controle Remoto","null","Ar-condicionado e Aquecedores","Ventilador e Circulador de Ar","Ventila Muito",5,"Yes","Excelente compra! Produto de ótima qualidade e loja com ótimo atendimento e serviço! Mariana","null","null","null",,,,,
"2018-01-02 06:59:07","4336f9fa71e7a1689f48df86144cd271b100ce8183ac69d092663f0fcb384488",128010777,"Smartphone Samsung Galaxy J7 Metal Dual Chip Android 6.0 Tela 5.5"" 16GB 4G Câmera 13MP - Dourado","samsung","Celulares e Smartphones","Smartphone","Médio",3,"No","O j5 é tem configurações muito melhor  Tenho os dois!",1981,"M","SP",,,,,
"2018-01-02 06:59:37","8273310524bfc1b3c82b0f35add17edad548818c9a49f64629817c328b1bcd94",130945441,"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5"" 128GB 4G Câmera 12MP - Black Piano","samsung","Celulares e Smartphones","Smartphone","Maravilhoso",5,"Yes","Um ótimo aparelho eu recomendo. A câmera é perfeita.",1984,"F","SP",,,,,
"2018-01-02 06:59:39","5a365ad897dbc513c42bece8f9c9848d4086fc71ad2f9e5af747068b84fe70c3",25543911,"Purificador de Água Consul Eletrônico CPB34AS Refrigerado Bivolt – Classe A e Tripla Filtragem","null","Eletroportáteis","Bebedouro e Purificador de Água","A água gela na temperatura certa",4,"Yes","Muito bom o produto a um custo acessível. Fácil instalação. Gela na temperatura certa.",1976,"F","RJ",,,,,
"2018-01-02 06:59:42","849b50fb8438040585110d6c742e30aafd169b01df4728520114a4ba9793d406",7494878,"Barbeador Philips AquaTouch Plus AT891/14","philips","Beleza e Perfumaria","Barbearia","Muito bom!",5,"Yes","Ótimo custo benefício! Melhorou muito a alergia, não causou irritação e nem vermelhidão!",1986,"F","RJ",,,,,
"2018-01-02 06:59:45","274f7754fdc848190697f1f371a9bc498e7603ed8d1cabcfc2a65a021fedb6ce",126474851,"Aspirador de Pó Philco Rapid 1000N Vermelho/Preto - 1000W","philco","Eletroportáteis","Aspirador e Vassoura Elétrica","Excelente produto",5,"Yes","Produto muito bom superou minha expectativa. Suoer recomendo.",1987,"F","SP",,,,,
"2018-01-02 06:59:49","363bf7b1a7505732379f7a2ae004ecbdc7194b5b774cd844ceebec9321d016b1",28599524,"Ventilador de Parede Oscilante 60cm Preto Vent New Bivolt","null","Casa e Construção","Climatização","Ótimo produto",5,"Yes","Excelente compra! Produto de ótima qualidade e loja com ótimo atendimento e serviço! Mariana","null","null","null",,,,,
"2018-01-02 07:00:03","eb229685b23cafc0b80afe2f1b8bb766259080469759c99a8d2b417ed64e7bd6",10506886,"Carteira Smart Wallet Pocket","null","Malas e Acessórios","Viagem e Acessórios","Produto horrivel !",1,"No","Comprei a carteira estampada acima , e recebí uma carteira na cor laranja....",1967,"F","MG",,,,,
"2018-01-02 07:00:34","13e32e5c67aba41d7944c5413a96f9c097bd144b3118dbd712d3aecff9bf11d5",124946041,"Cafeteira Elétrica Philco PH14TEMP 700ml Metal Preto e Inox","philco","Eletroportáteis","Chaleira Elétrica","Gostei muito do produto",5,"Yes","Produto cumpre muito bem o que promete. Recomendo.",1976,"M","SP",,,,,
"2018-01-02 07:01:09","1d096d707391f418674d076f98eea615d2a886dc915e365dc4a6c8058849b058",132325886,"Smart TV LED 40"" Sony KDL-40W655D Full HD com Conversor Digital 2 HDMI 2 USB Wi-Fi Foto Sharing Plus Miracast Preta","null","TV e Home Theater","TV","PRODUTO EXCELENTE",5,"Yes","EXCELENTE CUSTO/BENEFICIO. ERA O QUE EU PRECISAVA!  RECOMENDO!",1949,"M","RJ",,,,,
"2018-01-02 07:01:14","363bf7b1a7505732379f7a2ae004ecbdc7194b5b774cd844ceebec9321d016b1",25614718,"Luminária Pendente De Alumínio Cone Escovado Bar Cozinha E27","null","Decoração","Luminária","Lindo",5,"Yes","ótima compra, esse pendente fica lindo em qualquer lugar! Atendimento prestado pela loja Lcg Eletro foi excelente. Mariana","null","null","null",,,,,
"2018-01-02 07:01:15","bcdcb55790a66c20924d0b719e5b6dc3d1d4366a5bf5bcc3d4241a6787649668",132631701,"Mop Giratório Fit + Refil Extra - At Home","null","Utilidades Domésticas","Material de Limpeza","Mop giratorio",5,"Yes","Excelente o produto,  muito bom,  faço e prático de usar.... não largo mais E excelente a compra pela internet das americanas.... entrega rápida.",1973,"F","SP",,,,,
"2018-01-02 07:01:16","6127bf22e8b7e90f41080efd22f6206ab7d9e3ef7347e8c906748289121112be",17696265,"Bicama Cristal Tcil Branco","null","Móveis","Cama","Produto com defeito",1,"No","A minha cama chegou com lascas em algumas peças... Achei o produto de péssima qualidade....",1983,"F","PR",,,,,
"2018-01-02 07:01:25","620255f24a26cef5dfa5abc47f840aef2ac43f898b7bf48f159acfbe855cc8a6",26790381,"Bicicleta Tito Downtown 21 V - Grafite Listrado Rosa","null","Esporte e Lazer","Bicicleta","Ótimo produto",5,"Yes","A bicicleta é exatamente o que eu esperava. Infelizmente quando comprei não tinha muita opção de tamanho de quadro e estampas. O retrovisor que vem poderia ser de melhor qualidade, por ser uma espécie de haste flexível ele não permanece na posição colocada. No mais, o produto é excelente e ideal para os deslocamentos urbanos. Muito satisfeita.",1989,"F","DF",,,,,
"2018-01-02 07:01:32","c7bc333cee167d54b67392d21e13c191c2b1db002536b0a6457a150ab2bdac43",113197516,"Mixer Mondial Power Mixer M-07 2 Velocidades com Copo Dosador 800ml Preto e Inox - 500W","mondial","Eletroportáteis","Mixer e Processador de Alimentos","Produto bom",3,"Yes","Só o mixer não é eficiente, mas o processador é ótimo.",1988,"F","SP",,,,,
"2018-01-02 07:01:37","13b65ae438239cd3e7f39bf5bffc2f45edb92ecb56a917efaac39c3c4f13ca0d",112089290,"Papel Fotográfico Instax - Embalagem com 20 Unidades - Fujifilm","fujifilm","Câmeras e Filmadoras","Câmera Instantânea","Excelente",5,"Yes","Muito bom produto.  Recomendo a compra.  Gostei muito do produto e a utilização é muito prática.  Cordialmente,  José Valério",1963,"M","SP",,,,,
"2018-01-02 07:02:11","363bf7b1a7505732379f7a2ae004ecbdc7194b5b774cd844ceebec9321d016b1",27958679,"Ventilador de Parede Oscilante 50cm Preto Vent New Bivolt","null","Casa e Construção","Climatização","Ótimo",5,"Yes","Adorei a compra e o produto! Loja com excelente atendimento, parabéns! Mariana","null","null","null",,,,,
"2018-01-02 07:02:40","eec3f7717cc2adc9178dfcce87146a4fd0ee6e60e70088c9f59721641d66bfc9",132649741,"Game - Sonic Forces - Xbox One","null","Games","Xbox One","Maravilhoso",5,"Yes","Meu sobrinho amou esse jogo, era tudo que ele queria, com certeza acertei na compra, chegou antes do prazo eu recomendo.",1986,"M","SP",,,,,
"2018-01-02 07:02:45","c7bc333cee167d54b67392d21e13c191c2b1db002536b0a6457a150ab2bdac43",9418611,"Panela Wok Paris 36cm 6,60 Lts - Tramontina","null","Utilidades Domésticas","Panelas","Ótimo",4,"Yes","Panela boa, tamanho bom para quem tem fogão grande.",1988,"F","SP",,,,,
"2018-01-02 07:02:48","eaf2f059cbb702e377bf95ac998aa4365f851937a3b41953cd86181c743b785c",22747780,"Controle Com Fio Para Xbox 360 Slim / Fat E Pc Joystick - Feir","null","Games","Xbox 360","Bom produto",3,"Yes","funciona o que é importante bom produto o texto de analise é muito curto, querem que eu escreva um livro sobre o produto ?",1978,"M","ES",,,,,
"2018-01-02 07:03:19","02eca1888a28376d1c87ff4ba87e75675059b0955fbe029617053f6773ccd5f9",25256729,"Jogo De Lençol Solteiro Malha Sleepy Sheep Momentos","null","Cama, Mesa e Banho","Linha Infantil","não tenho como avaliar",1,"No","não tenho como avaliar o devido produto, pois até o momento não recebi o jogo de lençol que já está pago.",1972,"F","RJ",,,,,
"2018-01-02 07:03:34","83e1249e9c19b3c5d83bf2e3073d2c4a0472bed6c1b5192bf41b337345add7ae",129555390,"Smartphone Asus Zenfone 3 Max Dual Chip Android 6 Tela 5.2"" 16GB 4G Câmera 13MP - Cinza Escuro","asus","Celulares e Smartphones","Smartphone","nao recebi o celular",1,"No","olha eu fiz duas compras o celular e o kit para o celular o kit eu recebi mas o celular asus zen fone 3 Max eu  não recebi estou entrando com uma ação contra vcs.",1972,"F","MG",,,,,
"2018-01-02 07:03:44","eebb188417cf9625cde6db4b53340124331495164a20cd037800bf0b19f830f3",24424651,"Churrasqueira Char Broil - Infrared - Patio Bistro 240","null","Utilidades Domésticas","Churrasqueira","ok",2,"No","qualidade ok, tamanho bom. mangueira que conecta ao gas veio no tamanho errado.",1989,"F","SP",,,,,
"2018-01-02 07:03:45","99984019345004100b85a49f00ddb358e4d535f19c55e8c94abd6b0370eb6218",121823767,"Ever After High Praia Encantada Ashlynn Ella - Mattel","mattel","Brinquedos","Bonecas","Bom",4,"Yes","O produto é bem bacana, mas parece um tanto frágil. Só o tempo dirá!",1975,"M","RJ",,,,,
"2018-01-02 07:03:47","d8105b2575a8ff67f0ccb4df332dca1bad5c81b0889500a0b920cdd7aaabfb22",116395008,"Batedeira Cadence Planetário Orbital 8 Velocidades 3L Roxa - 400W","cadence","Eletroportáteis","Batedeira e Acessórios","Muito boa",4,"Yes","Usei apenas uma vez, mas funcionou muito bem. Além disso, a entrega foi bem rápida, antes da data prevista.",1987,"F","DF",,,,,
"2018-01-02 07:04:23","d07ec3e920972959027772b82d7c121e9146c07585b4d1fe3c81f3488860952b",25253564,"Cabeceira Queen Size Clean Para Colchão Box 158cm Simbal Suede Marrom Taupe","null","Móveis","Cabeceira, Calçadeira e Baú","Bom custo beneficio",3,"Yes","Qualidade compatível com o preço, chegou antes do previsto.",1989,"F","RN",,,,,
"2018-01-02 07:04:25","99984019345004100b85a49f00ddb358e4d535f19c55e8c94abd6b0370eb6218",121823724,"Ever After High Praia Encantada Apple White - Mattel","mattel","Brinquedos","Bonecas","Bom",4,"Yes","O produto é de qualidade, mas parece um tanto frágil...",1975,"M","RJ",,,,,
"2018-01-02 07:04:35","da035bce8f7c7d31ede59baf3a4ce05d7d749a8ee9c9fdd3d4edce59588533b8",26214325,"Ralador De Milho Rlm120 2.0 Bivolt Arbel","null","Agro, Indústria e Comércio","Indústria Alimentícia","Entrega",4,"Yes","Demorou quase um mês para entrega, poderia ser mais ágil",1956,"M","SP",,,,,
"2018-01-02 07:04:58","c7bc333cee167d54b67392d21e13c191c2b1db002536b0a6457a150ab2bdac43",9919929,"Chupeta Night  Day Azul Tam 2 Nuk","null","Bebês","Chupetas e Mordedores","Gostei",4,"Yes","Chupeta que brilha no escuro. Conforme esperado ......",1988,"F","SP",,,,,
"2018-01-02 07:05:30","f5249cbc1e65176f090db70670902cd4d468156464259ccf22038a95654f3348",7538083,"Jogo Alquimia - Grow","grow","Brinquedos","Jogos","Não recebi o produto até hoje",1,"No","Como vou avaliar um produto que ainda nao recebi??? Já comprei tem mais de um Mês e até agora não recebi  nada.",1981,"M","ES",,,,,
"2018-01-02 07:05:39","7717184705cbb30a50a5e8c244fc5c45993095633d7e467ec2622b4be1049447",113306840,"MP3 Player Automotivo Multilaser Talk - Bluetooth, Rádio FM, Entradas USB, SD e AUX","multilaser","Automotivo","Som Automotivo","Som automotivo",3,"Yes","Só achei que viria com controle remoto. Deveriam incluir esse item.",1982,"F","SP",,,,,
"2018-01-02 07:05:40","aa6f1a17f6dec69a796d38396ec4731d97bda4a5f22a2b3bc095a0a7dc6e10b3",127412635,"Jogo de Banho Paris 5 Peças - Orb By Buddemeyer","orb by buddemeyer","Cama, Mesa e Banho","Jogo de Banho","Produto muito bom, super recomenro",4,"Yes","O produto é muito bom super recomendo, porém a entrega a americanas está deixando muito a desejar!",1980,"F","MG",,,,,
